Date,Open,High,Low,Close
22-May-2007,,,,6144.88,
23-May-2007,,,,6108.84,
24-May-2007,,,,6100.47,
25-May-2007,,,,6143.14,
28-May-2007,,,,6206.70,
29-May-2007,,,,6254.51,
30-May-2007,,,,6191.61,
31-May-2007,,,,6222.40,
1-June-2007,,,,6264.28,
4-June-2007,,,,6233.58,
5-June-2007,,,,6261.02,
6-June-2007,,,,6181.91,
7-June-2007,,,,6187.97,
8-June-2007,,,,6156.22,
11-June-2007,,,,6129.48,
12-June-2007,,,,6084.40,
13-June-2007,,,,6065.63,
14-June-2007,,,,6161.61,
15-June-2007,,,,6180.92,
18-June-2007,,,,6172.87,
19-June-2007,,,,6244.04,
20-June-2007,,,,6340.02,
21-June-2007,,,,6373.76,
22-June-2007,,,,6373.70,
25-June-2007,,,,6384.19,
26-June-2007,,,,6417.90,
27-June-2007,,,,6424.81,
28-June-2007,,,,6458.00,
29-June-2007,,,,6527.03,
2-July-2007,,,,6591.35,
3-July-2007,,,,6649.00,
4-July-2007,,,,6645.65,
5-July-2007,,,,6605.85,
6-July-2007,,,,6620.85,
9-July-2007,,,,6683.70,
10-July-2007,,,,6665.60,
11-July-2007,,,,6704.40,
12-July-2007,,,,6782.69,
13-July-2007,,,,6795.30,
16-July-2007,,,,6834.55,
17-July-2007,,,,6789.57,
18-July-2007,,,,6776.19,
19-July-2007,,,,6827.74,
20-July-2007,,,,6836.07,
23-July-2007,,,,6849.12,
24-July-2007,,,,6812.34,
25-July-2007,,,,6755.20,
26-July-2007,,,,6790.50,
27-July-2007,,,,6598.32,
30-July-2007,,,,6618.99,
31-July-2007,,,,6718.08,
1-August-2007,,,,6461.46,
2-August-2007,,,,6515.42,
3-August-2007,,,,6605.24,
6-August-2007,,,,6552.93,
7-August-2007,,,,6574.90,
8-August-2007,,,,6665.67,
9-August-2007,,,,6559.58,
10-August-2007,,,,6507.62,
13-August-2007,,,,6575.17,
14-August-2007,,,,6563.16,
16-August-2007,,,,6352.44,
17-August-2007,,,,6259.47,
20-August-2007,,,,6342.78,
21-August-2007,,,,6134.23,
22-August-2007,,,,6159.62,
23-August-2007,,,,6105.11,
24-August-2007,,,,6190.45,
27-August-2007,,,,6360.66,
28-August-2007,,,,6409.64,
29-August-2007,,,,6450.39,
30-August-2007,,,,6485.44,
31-August-2007,,,,6608.42,
3-September-2007,,,,6720.07,
4-September-2007,,,,6765.92,
5-September-2007,,,,6773.34,
6-September-2007,,,,6848.68,
7-September-2007,,,,6851.65,
10-September-2007,,,,6884.39,
11-September-2007,,,,6875.74,
12-September-2007,,,,6889.55,
13-September-2007,,,,6946.70,
14-September-2007,,,,6897.00,
17-September-2007,,,,6915.37,
18-September-2007,,,,6985.03,
19-September-2007,,,,7116.61,
20-September-2007,,,,7132.71,
21-September-2007,,,,7199.92,
24-September-2007,,,,7310.14,
25-September-2007,,,,7313.33,
26-September-2007,,,,7352.62,
27-September-2007,,,,7331.96,
28-September-2007,,,,7422.43,
1-October-2007,,,,7528.64,
3-October-2007,,,,7542.00,
4-October-2007,,,,7576.27,
5-October-2007,,,,7485.51,
8-October-2007,,,,7211.60,
9-October-2007,,,,7398.70,
10-October-2007,,,,7484.36,
11-October-2007,,,,7590.60,
12-October-2007,,,,7529.54,
15-October-2007,,,,7716.91,
16-October-2007,,,,7782.67,
17-October-2007,,,,7600.94,
18-October-2007,,,,7426.24,
19-October-2007,,,,7238.58,
22-October-2007,,,,7263.41,
23-October-2007,,,,7556.24,
24-October-2007,,,,7650.69,
25-October-2007,,,,7750.93,
26-October-2007,,,,7920.66,
29-October-2007,,,,8082.54,
30-October-2007,,,,8048.07,
31-October-2007,,,,8135.21,
1-November-2007,,,,7966.54,
2-November-2007,,,,8021.80,
5-November-2007,,,,8075.81,
6-November-2007,,,,8015.30,
7-November-2007,,,,7985.96,
8-November-2007,,,,7945.78,
9-November-2007,,,,8013.63,
12-November-2007,,,,7945.16,
13-November-2007,,,,8113.72,
14-November-2007,,,,8285.63,
15-November-2007,,,,8414.09,
16-November-2007,,,,8512.38,
19-November-2007,,,,8730.82,
20-November-2007,,,,8625.87,
21-November-2007,,,,8217.84,
22-November-2007,,,,8090.84,
23-November-2007,,,,8228.50,
26-November-2007,,,,8384.25,
27-November-2007,,,,8393.49,
28-November-2007,,,,8383.49,
29-November-2007,,,,8362.55,
30-November-2007,,,,8553.56,
3-December-2007,,,,8764.26,
4-December-2007,,,,8904.54,
5-December-2007,,,,9052.83,
6-December-2007,,,,9033.76,
7-December-2007,,,,9021.96,
10-December-2007,,,,9117.44,
11-December-2007,,,,9186.98,
12-December-2007,,,,9339.49,
13-December-2007,,,,9375.94,
14-December-2007,,,,9471.94,
17-December-2007,,,,9105.58,
18-December-2007,,,,9093.84,
19-December-2007,,,,9080.39,
20-December-2007,,,,9025.54,
24-December-2007,,,,9211.71,
26-December-2007,,,,9400.86,
27-December-2007,,,,9428.86,
28-December-2007,,,,9574.57,
31-December-2007,,,,9789.49,
1-January-2008,,,,9935.03,
2-January-2008,,,,10058.94,
3-January-2008,,,,10056.87,
4-January-2008,,,,10113.06,
7-January-2008,,,,10102.23,
8-January-2008,,,,9817.07,
9-January-2008,,,,9769.99,
10-January-2008,,,,9440.45,
11-January-2008,,,,9438.48,
14-January-2008,,,,9536.90,
15-January-2008,,,,9431.89,
16-January-2008,,,,9267.20,
17-January-2008,,,,9340.01,
18-January-2008,,,,8893.71,
21-January-2008,,,,7881.99,
22-January-2008,,,,7202.25,
23-January-2008,,,,7789.31,
24-January-2008,,,,7537.90,
25-January-2008,,,,8021.12,
28-January-2008,,,,7986.68,
29-January-2008,,,,8021.24,
30-January-2008,,,,7829.06,
31-January-2008,,,,7766.62,
1-February-2008,,,,7761.54,
4-February-2008,,,,8004.91,
5-February-2008,,,,8071.29,
6-February-2008,,,,7970.74,
7-February-2008,,,,7781.12,
8-February-2008,,,,7633.27,
11-February-2008,,,,7219.83,
12-February-2008,,,,7058.38,
13-February-2008,,,,7075.53,
14-February-2008,,,,7452.72,
15-February-2008,,,,7592.08,
18-February-2008,,,,7641.48,
19-February-2008,,,,7685.33,
20-February-2008,,,,7589.39,
21-February-2008,,,,7668.93,
22-February-2008,,,,7594.45,
25-February-2008,,,,7594.41,
26-February-2008,,,,7690.86,
27-February-2008,,,,7723.56,
28-February-2008,,,,7711.76,
29-February-2008,,,,7680.39,
3-March-2008,,,,7364.85,
4-March-2008,,,,7182.23,
5-March-2008,,,,7114.18,
7-March-2008,,,,6804.39,
10-March-2008,,,,6767.92,
11-March-2008,,,,6992.84,
12-March-2008,,,,6909.85,
13-March-2008,,,,6527.67,
14-March-2008,,,,6583.45,
17-March-2008,,,,6124.35,
18-March-2008,,,,6033.91,
19-March-2008,,,,5964.10,
24-March-2008,,,,5805.53,
25-March-2008,,,,6174.49,
26-March-2008,,,,6271.03,
27-March-2008,,,,6276.26,
28-March-2008,,,,6522.79,
31-March-2008,,,,6427.82,
1-April-2008,,,,6395.10,
2-April-2008,,,,6412.97,
3-April-2008,,,,6387.23,
4-April-2008,,,,6262.85,
7-April-2008,,,,6344.72,
8-April-2008,,,,6383.02,
9-April-2008,,,,6471.51,
10-April-2008,,,,6478.96,
11-April-2008,,,,6523.22,
15-April-2008,,,,6604.42,
16-April-2008,,,,6699.10,
17-April-2008,,,,6836.39,
21-April-2008,,,,6983.26,
22-April-2008,,,,7037.62,
23-April-2008,,,,7066.41,
24-April-2008,,,,7004.40,
25-April-2008,,,,7056.21,
28-April-2008,,,,7067.40,
29-April-2008,,,,7146.95,
30-April-2008,,,,7138.74,
2-May-2008,,,,7237.47,
5-May-2008,,,,7299.26,
6-May-2008,,,,7230.31,
7-May-2008,,,,7201.57,
8-May-2008,,,,7153.43,
9-May-2008,,,,6992.66,
12-May-2008,,,,6945.91,
13-May-2008,,,,6956.81,
14-May-2008,,,,6989.81,
15-May-2008,,,,7080.25,
16-May-2008,,,,7129.70,
20-May-2008,,,,7106.06,
21-May-2008,,,,7148.05,
22-May-2008,,,,7049.25,
23-May-2008,,,,6937.11,
26-May-2008,,,,6760.77,
27-May-2008,,,,6678.91,
28-May-2008,,,,6753.53,
29-May-2008,,,,6741.76,
30-May-2008,,,,6760.54,
2-June-2008,,,,6584.19,
3-June-2008,,,,6547.30,
4-June-2008,,,,6397.37,
5-June-2008,,,,6400.29,
6-June-2008,,,,6350.15,
9-June-2008,,,,6170.33,
10-June-2008,,,,6103.83,
11-June-2008,,,,6190.72,
12-June-2008,,,,6223.50,
13-June-2008,,,,6228.17,
16-June-2008,,,,6299.72,
17-June-2008,,,,6400.18,
18-June-2008,,,,6359.79,
19-June-2008,,,,6230.17,
20-June-2008,,,,6032.43,
23-June-2008,,,,5815.23,
24-June-2008,,,,5712.74,
25-June-2008,,,,5746.66,
26-June-2008,,,,5742.04,
27-June-2008,,,,5558.75,
30-June-2008,,,,5386.48,
1-July-2008,,,,5141.86,
2-July-2008,,,,5311.30,
3-July-2008,,,,5161.76,
4-July-2008,,,,5278.24,
7-July-2008,,,,5339.81,
8-July-2008,,,,5315.99,
9-July-2008,,,,5470.68,
10-July-2008,,,,5475.20,
11-July-2008,,,,5365.34,
14-July-2008,,,,5330.80,
15-July-2008,,,,5163.51,
16-July-2008,,,,5088.28,
17-July-2008,,,,5155.34,
18-July-2008,,,,5239.39,
21-July-2008,,,,5256.99,
22-July-2008,,,,5346.03,
23-July-2008,,,,5615.94,
24-July-2008,,,,5580.90,
25-July-2008,,,,5572.59,
28-July-2008,,,,5630.78,
29-July-2008,,,,5488.58,
30-July-2008,,,,5581.01,
31-July-2008,,,,5567.37,
1-August-2008,,,,5642.74,
4-August-2008,,,,5742.72,
5-August-2008,,,,5843.88,
6-August-2008,,,,5855.42,
7-August-2008,,,,5881.60,
8-August-2008,,,,5886.97,
11-August-2008,,,,5982.68,
12-August-2008,,,,5935.53,
13-August-2008,,,,5929.37,
14-August-2008,,,,5823.42,
18-August-2008,,,,5781.80,
19-August-2008,,,,5766.32,
20-August-2008,,,,5826.37,
21-August-2008,,,,5707.46,
22-August-2008,,,,5726.85,
25-August-2008,,,,5741.21,
26-August-2008,,,,5744.77,
27-August-2008,,,,5686.43,
28-August-2008,,,,5608.85,
29-August-2008,,,,5742.29,
1-September-2008,,,,5741.98,
2-September-2008,,,,5837.01,
4-September-2008,,,,5829.17,
5-September-2008,,,,5753.72,
8-September-2008,,,,5819.89,
9-September-2008,,,,5778.20,
10-September-2008,,,,5708.93,
11-September-2008,,,,5647.20,
12-September-2008,,,,5537.14,
15-September-2008,,,,5288.59,
16-September-2008,,,,5217.25,
17-September-2008,,,,5139.63,
18-September-2008,,,,5079.13,
19-September-2008,,,,5228.78,
22-September-2008,,,,5220.96,
23-September-2008,,,,5113.31,
24-September-2008,,,,5126.78,
25-September-2008,,,,5093.05,
26-September-2008,,,,4940.82,
29-September-2008,,,,4729.33,
30-September-2008,,,,4798.29,
1-October-2008,,,,4824.16,
3-October-2008,,,,4677.80,
6-October-2008,,,,4344.23,
7-October-2008,,,,4257.16,
8-October-2008,,,,4010.48,
10-October-2008,,,,3676.00,
13-October-2008,,,,3830.58,
14-October-2008,,,,3892.03,
15-October-2008,,,,3720.48,
16-October-2008,,,,3657.13,
17-October-2008,,,,3544.84,
20-October-2008,,,,3506.35,
21-October-2008,,,,3587.24,
22-October-2008,,,,3490.39,
23-October-2008,,,,3378.72,
24-October-2008,,,,3095.68,
27-October-2008,,,,2966.23,
28-October-2008,,,,3157.46,
29-October-2008,,,,3094.48,
31-October-2008,,,,3200.02,
3-November-2008,,,,3355.54,
4-November-2008,,,,3446.22,
5-November-2008,,,,3394.61,
6-November-2008,,,,3318.41,
7-November-2008,,,,3355.38,
10-November-2008,,,,3475.09,
11-November-2008,,,,3356.70,
12-November-2008,,,,3281.27,
14-November-2008,,,,3216.08,
17-November-2008,,,,3133.36,
18-November-2008,,,,3060.32,
19-November-2008,,,,2998.39,
20-November-2008,,,,2895.79,
21-November-2008,,,,2916.66,
24-November-2008,,,,2902.29,
25-November-2008,,,,2872.59,
26-November-2008,,,,2877.38,
28-November-2008,,,,2885.76,
1-December-2008,,,,2846.47,
2-December-2008,,,,2805.33,
3-December-2008,,,,2830.59,
4-December-2008,,,,2922.80,
5-December-2008,,,,2892.95,
8-December-2008,,,,2885.03,
10-December-2008,,,,2948.24,
11-December-2008,,,,3003.08,
12-December-2008,,,,3050.48,
15-December-2008,,,,3165.07,
16-December-2008,,,,3244.21,
17-December-2008,,,,3136.17,
18-December-2008,,,,3204.56,
19-December-2008,,,,3263.99,
22-December-2008,,,,3259.79,
23-December-2008,,,,3175.81,
24-December-2008,,,,3145.60,
26-December-2008,,,,3106.68,
29-December-2008,,,,3147.54,
30-December-2008,,,,3216.00,
31-December-2008,,,,3235.05,
1-January-2009,,,,3319.10,
2-January-2009,,,,3391.18,
5-January-2009,,,,3451.64,
6-January-2009,,,,3444.96,
7-January-2009,,,,3197.91,
9-January-2009,,,,3120.79,
12-January-2009,,,,3050.01,
13-January-2009,,,,3006.41,
14-January-2009,,,,3063.48,
15-January-2009,,,,3010.81,
16-January-2009,,,,3026.83,
19-January-2009,,,,3043.53,
20-January-2009,,,,3016.01,
21-January-2009,,,,2956.51,
22-January-2009,,,,2895.45,
23-January-2009,,,,2850.19,
27-January-2009,,,,2867.87,
28-January-2009,,,,2914.80,
29-January-2009,,,,2903.44,
30-January-2009,,,,2941.47,
2-February-2009,,,,2895.91,
3-February-2009,,,,2873.63,
4-February-2009,,,,2860.56,
5-February-2009,,,,2842.10,
6-February-2009,,,,2882.80,
9-February-2009,,,,2931.95,
10-February-2009,,,,2954.25,
11-February-2009,,,,2965.14,
12-February-2009,,,,2968.11,
13-February-2009,,,,3012.95,
16-February-2009,,,,2924.75,
17-February-2009,,,,2857.12,
18-February-2009,,,,2844.30,
19-February-2009,,,,2838.40,
20-February-2009,,,,2791.72,
24-February-2009,,,,2742.45,
25-February-2009,,,,2756.98,
26-February-2009,,,,2759.46,
27-February-2009,,,,2758.29,
2-March-2009,,,,2700.98,
3-March-2009,,,,2657.13,
4-March-2009,,,,2648.36,
5-March-2009,,,,2603.11,
6-March-2009,,,,2586.30,
9-March-2009,,,,2553.49,
12-March-2009,,,,2564.40,
13-March-2009,,,,2640.36,
16-March-2009,,,,2700.56,
17-March-2009,,,,2696.35,
18-March-2009,,,,2759.90,
19-March-2009,,,,2774.12,
20-March-2009,,,,2761.06,
23-March-2009,,,,2836.44,
24-March-2009,,,,2820.08,
25-March-2009,,,,2841.17,
26-March-2009,,,,2874.22,
27-March-2009,,,,2934.16,
30-March-2009,,,,2890.59,
31-March-2009,,,,2956.23,
1-April-2009,,,,3011.80,
2-April-2009,,,,3125.42,
6-April-2009,,,,3203.08,
8-April-2009,,,,3302.59,
9-April-2009,,,,3358.35,
13-April-2009,,,,3464.92,
15-April-2009,,,,3601.89,
16-April-2009,,,,3438.73,
17-April-2009,,,,3472.60,
20-April-2009,,,,3528.91,
21-April-2009,,,,3523.14,
22-April-2009,,,,3482.78,
23-April-2009,,,,3534.18,
24-April-2009,,,,3600.09,
27-April-2009,,,,3584.28,
28-April-2009,,,,3450.71,
29-April-2009,,,,3513.86,
4-May-2009,,,,3651.29,
5-May-2009,,,,3718.87,
6-May-2009,,,,3675.84,
7-May-2009,,,,3776.94,
8-May-2009,,,,3770.42,
11-May-2009,,,,3711.42,
12-May-2009,,,,3746.24,
13-May-2009,,,,3741.45,
14-May-2009,,,,3756.93,
15-May-2009,,,,3807.07,
18-May-2009,,,,4254.48,
19-May-2009,,,,4407.82,
20-May-2009,,,,4673.77,
21-May-2009,,,,4673.87,
22-May-2009,,,,4755.68,
25-May-2009,,,,4890.15,
26-May-2009,,,,4724.09,
27-May-2009,,,,4897.37,
28-May-2009,,,,4935.56,
29-May-2009,,,,5056.74,
1-June-2009,,,,5204.21,
2-June-2009,,,,5246.68,
3-June-2009,,,,5325.54,
4-June-2009,,,,5446.08,
5-June-2009,,,,5409.78,
8-June-2009,,,,5114.85,
9-June-2009,,,,5275.72,
10-June-2009,,,,5359.50,
11-June-2009,,,,5347.58,
12-June-2009,,,,5235.03,
15-June-2009,,,,5113.20,
16-June-2009,,,,5226.16,
17-June-2009,,,,5021.07,
18-June-2009,,,,4876.86,
19-June-2009,,,,4958.73,
22-June-2009,,,,4930.51,
23-June-2009,,,,4942.34,
24-June-2009,,,,5059.84,
25-June-2009,,,,5049.90,
26-June-2009,,,,5170.90,
29-June-2009,,,,5230.09,
30-June-2009,,,,5076.34,
1-July-2009,,,,5127.51,
2-July-2009,,,,5144.27,
3-July-2009,,,,5187.22,
6-July-2009,,,,4918.88,
7-July-2009,,,,4964.34,
8-July-2009,,,,4782.84,
9-July-2009,,,,4810.79,
10-July-2009,,,,4718.59,
13-July-2009,,,,4584.61,
14-July-2009,,,,4780.28,
15-July-2009,,,,4978.64,
16-July-2009,,,,4990.42,
17-July-2009,,,,5105.59,
20-July-2009,,,,5235.09,
21-July-2009,,,,5225.21,
22-July-2009,,,,5174.74,
23-July-2009,,,,5293.37,
24-July-2009,,,,5381.81,
27-July-2009,,,,5469.50,
28-July-2009,,,,5531.37,
29-July-2009,,,,5477.09,
30-July-2009,,,,5506.40,
31-July-2009,,,,5571.02,
3-August-2009,,,,5702.58,
4-August-2009,,,,5688.73,
5-August-2009,,,,5695.33,
6-August-2009,,,,5559.26,
7-August-2009,,,,5433.25,
10-August-2009,,,,5340.48,
11-August-2009,,,,5399.42,
12-August-2009,,,,5414.53,
13-August-2009,,,,5608.89,
14-August-2009,,,,5603.81,
17-August-2009,,,,5385.51,
18-August-2009,,,,5496.55,
19-August-2009,,,,5434.06,
20-August-2009,,,,5477.39,
21-August-2009,,,,5559.32,
24-August-2009,,,,5704.38,
25-August-2009,,,,5737.53,
26-August-2009,,,,5800.55,
27-August-2009,,,,5822.50,
28-August-2009,,,,5863.70,
31-August-2009,,,,5882.97,
1-September-2009,,,,5797.49,
2-September-2009,,,,5758.03,
3-September-2009,,,,5770.80,
4-September-2009,,,,5833.22,
7-September-2009,,,,5967.77,
8-September-2009,,,,5942.77,
9-September-2009,,,,5939.81,
10-September-2009,,,,5929.50,
11-September-2009,,,,5921.61,
14-September-2009,,,,5930.38,
15-September-2009,,,,6039.07,
16-September-2009,,,,6126.92,
17-September-2009,,,,6143.62,
18-September-2009,,,,6171.23,
22-September-2009,,,,6216.99,
23-September-2009,,,,6140.83,
24-September-2009,,,,6186.51,
25-September-2009,,,,6226.93,
29-September-2009,,,,6264.80,
30-September-2009,,,,6324.16,
1-October-2009,,,,6302.01,
5-October-2009,,,,6195.79,
6-October-2009,,,,6207.43,
7-October-2009,,,,6295.06,
8-October-2009,,,,6344.91,
9-October-2009,,,,6301.38,
12-October-2009,,,,6378.46,
14-October-2009,,,,6503.23,
15-October-2009,,,,6539.23,
16-October-2009,,,,6608.49,
17-October-2009,,,,6651.56,
20-October-2009,,,,6655.49,
21-October-2009,,,,6584.00,
22-October-2009,,,,6444.27,
23-October-2009,,,,6510.89,
26-October-2009,,,,6393.72,
27-October-2009,,,,6157.48,
28-October-2009,,,,6166.89,
29-October-2009,,,,6046.79,
30-October-2009,,,,6014.30,
3-November-2009,,,,5789.49,
4-November-2009,,,,5994.40,
5-November-2009,,,,6115.44,
6-November-2009,,,,6254.36,
9-November-2009,,,,6377.36,
10-November-2009,,,,6349.94,
11-November-2009,,,,6477.61,
12-November-2009,,,,6417.13,
13-November-2009,,,,6418.65,
16-November-2009,,,,6491.80,
17-November-2009,,,,6486.46,
18-November-2009,,,,6505.03,
19-November-2009,,,,6396.59,
20-November-2009,,,,6465.61,
23-November-2009,,,,6485.81,
24-November-2009,,,,6500.64,
25-November-2009,,,,6493.16,
26-November-2009,,,,6399.03,
27-November-2009,,,,6312.76,
30-November-2009,,,,6415.47,
1-December-2009,,,,6528.76,
2-December-2009,,,,6587.68,
3-December-2009,,,,6613.55,
4-December-2009,,,,6600.97,
7-December-2009,,,,6548.93,
8-December-2009,,,,6634.45,
9-December-2009,,,,6595.78,
10-December-2009,,,,6614.04,
11-December-2009,,,,6574.49,
14-December-2009,,,,6530.75,
15-December-2009,,,,6428.78,
16-December-2009,,,,6443.19,
17-December-2009,,,,6513.30,
18-December-2009,,,,6470.58,
21-December-2009,,,,6440.90,
22-December-2009,,,,6491.46,
23-December-2009,,,,6593.67,
24-December-2009,,,,6641.14,
29-December-2009,,,,6674.47,
30-December-2009,,,,6696.75,
31-December-2009,,,,6717.82,
4-January-2010,,,,6817.35,
5-January-2010,,,,6898.95,
6-January-2010,,,,6945.94,
7-January-2010,,,,6944.62,
8-January-2010,,,,6946.00,
11-January-2010,,,,7008.42,
12-January-2010,,,,6928.31,
13-January-2010,,,,6969.84,
14-January-2010,,,,7029.65,
15-January-2010,,,,7050.41,
18-January-2010,,,,7090.75,
19-January-2010,,,,7045.91,
20-January-2010,,,,7026.92,
21-January-2010,,,,6858.73,
22-January-2010,,,,6783.66,
25-January-2010,,,,6695.32,
27-January-2010,,,,6429.16,
28-January-2010,,,,6444.51,
29-January-2010,,,,6509.80,
1-February-2010,,,,6627.32,
2-February-2010,,,,6548.42,
3-February-2010,,,,6646.59,
4-February-2010,,,,6517.14,
5-February-2010,,,,6347.37,
6-February-2010,,,,6435.93,
8-February-2010,,,,6430.36,
9-February-2010,,,,6458.91,
10-February-2010,,,,6459.41,
11-February-2010,,,,6509.74,
15-February-2010,,,,6473.07,
16-February-2010,,,,6513.83,
17-February-2010,,,,6565.17,
18-February-2010,,,,6524.22,
19-February-2010,,,,6432.36,
22-February-2010,,,,6394.33,
23-February-2010,,,,6356.53,
24-February-2010,,,,6330.23,
25-February-2010,,,,6305.06,
26-February-2010,,,,6397.82,
2-March-2010,,,,6538.66,
3-March-2010,,,,6641.93,
4-March-2010,,,,6693.93,
5-March-2010,,,,6735.49,
8-March-2010,,,,6783.37,
9-March-2010,,,,6734.65,
10-March-2010,,,,6725.94,
11-March-2010,,,,6716.10,
12-March-2010,,,,6700.85,
15-March-2010,,,,6651.26,
16-March-2010,,,,6722.89,
17-March-2010,,,,6734.36,
18-March-2010,,,,6759.35,
19-March-2010,,,,6764.07,
22-March-2010,,,,6693.32,
23-March-2010,,,,6707.07,
25-March-2010,,,,6714.85,
26-March-2010,,,,6762.41,
29-March-2010,,,,6779.29,
30-March-2010,,,,6789.30,
31-March-2010,,,,6806.18,
1-April-2010,,,,6865.86,
5-April-2010,,,,6965.71,
6-April-2010,,,,7013.24,
7-April-2010,,,,7049.71,
8-April-2010,,,,7021.30,
9-April-2010,,,,7084.96,
12-April-2010,,,,7077.83,
13-April-2010,,,,7056.67,
15-April-2010,,,,7042.17,
16-April-2010,,,,7023.35,
19-April-2010,,,,6951.17,
20-April-2010,,,,7047.72,
21-April-2010,,,,7115.49,
22-April-2010,,,,7110.60,
23-April-2010,,,,7131.95,
26-April-2010,,,,7173.87,
27-April-2010,,,,7151.96,
28-April-2010,,,,7037.83,
29-April-2010,,,,7113.99,
30-April-2010,,,,7184.78,
3-May-2010,,,,7152.47,
4-May-2010,,,,7027.09,
5-May-2010,,,,7047.91,
6-May-2010,,,,7012.62,
7-May-2010,,,,6834.25,
10-May-2010,,,,6998.15,
11-May-2010,,,,6928.53,
12-May-2010,,,,6933.37,
13-May-2010,,,,7018.92,
14-May-2010,,,,6942.06,
17-May-2010,,,,6927.38,
18-May-2010,,,,6956.71,
19-May-2010,,,,6779.62,
20-May-2010,,,,6776.30,
21-May-2010,,,,6688.39,
24-May-2010,,,,6689.81,
25-May-2010,,,,6489.00,
26-May-2010,,,,6584.97,
27-May-2010,,,,6646.50,
28-May-2010,,,,6756.01,
31-May-2010,,,,6834.87,
1-June-2010,,,,6743.85,
2-June-2010,,,,6800.97,
3-June-2010,,,,6875.48,
4-June-2010,,,,6890.19,
7-June-2010,,,,6795.70,
8-June-2010,,,,6758.09,
9-June-2010,,,,6790.78,
10-June-2010,,,,6865.74,
11-June-2010,,,,6884.82,
14-June-2010,,,,6947.59,
15-June-2010,,,,6974.16,
16-June-2010,,,,6982.88,
17-June-2010,,,,7011.20,
18-June-2010,,,,6975.63,
21-June-2010,,,,7065.72,
22-June-2010,,,,7064.21,
23-June-2010,,,,7123.71,
24-June-2010,,,,7132.08,
25-June-2010,,,,7082.51,
28-June-2010,,,,7163.13,
29-June-2010,,,,7116.33,
30-June-2010,,,,7149.21,
1-July-2010,,,,7121.32,
2-July-2010,,,,7118.43,
5-July-2010,,,,7139.29,
6-July-2010,,,,7193.15,
7-July-2010,,,,7189.13,
8-July-2010,,,,7252.21,
9-July-2010,,,,7317.15,
12-July-2010,,,,7340.47,
13-July-2010,,,,7389.25,
14-July-2010,,,,7355.39,
15-July-2010,,,,7365.08,
16-July-2010,,,,7397.78,
19-July-2010,,,,7412.41,
20-July-2010,,,,7390.21,
21-July-2010,,,,7426.46,
22-July-2010,,,,7456.62,
23-July-2010,,,,7433.24,
26-July-2010,,,,7361.52,
27-July-2010,,,,7381.63,
28-July-2010,,,,7366.20,
29-July-2010,,,,7382.09,
30-July-2010,,,,7407.91,
2-August-2010,,,,7492.90,
3-August-2010,,,,7516.38,
4-August-2010,,,,7518.73,
5-August-2010,,,,7522.30,
6-August-2010,,,,7534.45,
9-August-2010,,,,7622.07,
10-August-2010,,,,7583.40,
11-August-2010,,,,7545.60,
12-August-2010,,,,7567.91,
13-August-2010,,,,7642.04,
16-August-2010,,,,7648.15,
17-August-2010,,,,7694.39,
18-August-2010,,,,7760.00,
19-August-2010,,,,7830.90,
20-August-2010,,,,7821.20,
23-August-2010,,,,7887.03,
24-August-2010,,,,7831.83,
25-August-2010,,,,7714.84,
26-August-2010,,,,7707.94,
27-August-2010,,,,7634.71,
30-August-2010,,,,7640.96,
